Assunto,Quantidade
Melhoramento genético:Produção de alimentos:Bebidas não alcoólicas:Fermentação,1
Cultura de células:Raios ultravioleta:Fotoquimioterapia:Cosméticos:Envelhecimento da pele:Protetores solares:Fotoproteção,1
Espectroscopia óptica:Espectroscopia Raman:Laser:Redes neurais (computação):Robótica:Internet das coisas:Poluentes da água:Recursos hídricos,1
Legislação:Impostos:Plataforma (computação):Tributação:Sistema tributário,1
Energia:Equipamentos médicos duráveis:Fibra óptica:Laser (aparelho cirúrgico):Iluminação,1
Biocombustíveis:Geradores de energia:Gás natural:Óleo diesel:Motores diesel,1
Alimentos funcionais:Frutooligossacarídeos:Prebióticos:Pós-colheita:Smallanthus sonchifolius:Propriedades funcionais:Suplementos nutricionais,1
Hidrodinâmica:Navios:Instalações portuárias internas:Portos:Inteligência artificial,1
Educação:Algoritmos:Conhecimento:Concurso público,1
Engenharia tecidual:Medicina regenerativa:Bioimpressão:Cultura de células:Hidrogéis:Matriz extracelular:Modelos tridimensionais de cultura de células,1
Leveduras:Bebidas não alcoólicas:Fermentação:Melhoramento genético:Dióxido de carbono,1
Fármacos:Transplante de medula óssea:Monitoramento de medicamentos:Terapêutica:Bussulfano:Mobilidade iônica:Espectrômetros:Espectrometria de massas por ionização por electrospray,1
Engenharia tecidual:Medicina regenerativa:Matriz extracelular:Hidrogéis:Bioimpressão:Cultura celular em 3D:Técnicas in vitro,1
Modelagem tridimensional:Pele artificial:Plataforma (computação):Neoplasias cutâneas:Composição de medicamentos:Cosméticos:Protetores solares:Raios ultravioleta:Envelhecimento:Fotoproteção,1
Testes laboratoriais:Técnicas in vitro:Células-tronco pluripotentes induzidas:Desenvolvimento de fármacos:Cálcio:Miócitos cardíacos:Cultura de células:Fluorescência,1
Visão computacional:Câmeras de vídeo:Reconhecimento facial:Higiene das mãos:Pessoal de saúde:Unidades de terapia intensiva,1
Realidade virtual:Realidade aumentada:Jogos,1
Inteligência artificial:Maus-tratos infantis:Reconhecimento de voz:Sensores:Bem-estar social:Estados emocionais:Crianças:Violência contra o menor,1
Revestimento de superfícies:Reatores:Materiais nanoestruturados:Deposição química por vapor CVD:Filmes finos de carbono tipo diamante (DLC),1
Diagnóstico:Testes genéticos:Vírus da hepatite C:Hepatite B:Tecnologia de baixo custo,1
Agronegócio:Crédito rural:Mercado financeiro:Cooperativas de crédito,1
Biofotônica:Fotobiologia:Terapia a laser de baixa intensidade:Fotoquímica:Fototerapia:Terapia fotodinâmica,1
Serviços de entretenimento:Sistemas multimídia:Realidade virtual:Realidade aumentada:Jogos:Jogos eletrônicos,1
Manejo e tratos culturais:Aeroponia:Cultivo de plantas:Cultivo protegido:Eletrodoméstico:Iluminação artificial:LED,1
Alergia e imunologia:Hipersensibilidade:Imunologia:Diagnóstico clínico:Testes imunológicos:Alérgenos,1
Miócitos cardíacos:Células-tronco pluripotentes induzidas:Cultura de células:Fluorescência:Aplicação de novas drogas em teste,1
Piscicultura:Peixes marinhos:Epinephelus marginatus:Garoupa:Alevinos,1
Engenharia agrícola:Aprendizado computacional:Inteligência artificial:Processamento de imagens:Visão computacional:Manejo integrado de pragas,1
Biopolímeros:Eletrodos:Eletroquímica:Técnicas biossensoriais:Serigrafia:Substratos:Nanocelulose:Biofilmes,1
Biopolímeros:Extração em fase sólida:Íons metálicos:Poluentes orgânicos:Bioenergia,1
Bussulfano:Fármacos:Transplante de medula óssea:Espectrometria:Mobilidade iônica:Espectrometria de massas por ionização por electrospray,1
Termodinâmica:Laboratórios:Simulação por computador:Internet,1
Deconvolução:Processamento de imagens:Satélites:Sistemas embarcados:Espalhamento,1
Inteligência artificial:Reconhecimento de voz:Sensores inteligentes:Maus-tratos infantis:Violência contra o menor:Emoções:Segurança humana:Bem-estar social,1
Robótica:Aprendizagem profunda:Espectroscopia Raman:Poluentes da água:Metais pesados:Agrotóxicos:Recursos hídricos:Sistemas de tempo-real:Redes neurais convolucionais:Aeronaves não tripuladas,1
Biotecnologia:Fotobiorreatores:Microalgas:Biomassa:Gases do efeito estufa,1
Gestão de qualidade:Normas técnicas:Laboratórios:Universidades:Desenvolvimento de software,1
Imunologia:Imunoglobulina E:Hipersensibilidade:Diagnóstico clínico,1
Equipamentos cirúrgicos:Equipamentos para diagnóstico:Diodo laser:Luz:Fibra óptica:Energia,1
"Sensoriamento remoto:Dendrometria:Técnicas, medidas, equipamentos de medição:Scanner:Modelagem tridimensional:Árvores florestais:Inventário florestal:Manejo florestal",1
Aeroponia:Cultivo de plantas:Iluminação artificial:LED,1
Eletroquímica:Biopolímeros:Eletrodos:Sensores:Substratos:Cebola:Técnicas biossensoriais:Serigrafia,1
Métodos analíticos de preparação de amostras:Biopolímeros:Extração em fase sólida:Química orgânica:Química inorgânica:Bioenergia,1
Aprendizado computacional:Inteligência artificial:Processamento digital de sinais:Rede de sensores sem fio:Vazamentos de água:Abastecimento de água:Redes de distribuição de água,1
Recursos humanos:Segurança da informação:Internet das coisas:Trabalhador rural:Horário de trabalho,1
Biotecnologia:Astaxantina:Escoamento multifásico:Fotobiorreatores:Microalgas:Biomassa,1
Otimização:Planejamento:Análise de custos:Cadeia de suprimentos:Varejo,1
Corte a laser:Laser:Biomembranas:Doenças cardiovasculares:Pericárdio:Implante de prótese de valva cardíaca:Cateteres,1
Tecnologia da informação:Vibrações de máquinas:Internet das coisas:Manutenção preditiva:Máquinas agrícolas:Motores de combustão interna:Motores diesel:Plantio:Colheita,1
Agricultura de precisão:Análise do solo:Amostragem:Variabilidade espacial:Cana-de-açúcar:Fertilizantes:Manejo do solo,1
Reologia:Nanocelulose:Polímeros (materiais):Biomateriais poliméricos:Impressão tridimensional:Manufatura avançada,1
Fitoquímica:Cosmecêuticos:Cosméticos:Antioxidantes:Emulsões:Envelhecimento da pele:Compostos bioativos:Passiflora,1
Energia renovável:Energia solar:Geração de energia elétrica:Sistemas fotovoltaicos:Ecocardiografia tridimensional:Modelagem tridimensional,1
Computação em nuvem:Simulação por computador:Manufatura avançada:Construção de instrumentos musicais:Instrumentos musicais,1
Biotecnologia:Reatores biológicos:Células-tronco mesenquimais:Células estromais:Liofilização:Terapia baseada em transplante de células e tecidos,1
Microbiologia de alimentos:Fermentação:Armazenagem de alimentos:Bebidas:Kefir:Sucos de frutas:Micro-organismos:Probióticos:Alimentos naturais:Alimentos funcionais,1
Conectividade:Plataforma (computação):Internet das coisas:Rede de sensores sem fio:Sensoriamento remoto:Telemetria,1
Urbanismo:Zoneamento:Uso do solo:Programação visual:Simulação por computador:Plataforma (computação):Tecnologia da informação,1
Visão computacional:Aprendizado computacional:Inteligência artificial:Hemólise:Fotometria:Virtualização,1
Evapotranspiração:Manejo:Irrigação de precisão:Estações meteorológicas:Redes neurais (computação):Rede de sensores sem fio:Reflectometria no domínio do tempo (TDR),1
Arquitetura e organização de computadores:Tecnologias da informação e comunicação:Cidades inteligentes:Governança:Setor público:Modelos analíticos,1
Automação industrial:Automação:Inteligência artificial:Inventário:Logística:Manufatura avançada:Visão computacional,1
Análise estrutural:Serviços de informação:Método dos elementos finitos:Plataforma (computação):Engenharia assistida por computador:Pequenas e médias empresas,1
Leveduras:Biocombustíveis:Ferramentas de prototipagem:Processos industriais:Centrifugação:Fermentação alcoólica:Floculação:Contaminação:Bioenergia,1
Acústica:Instrumentos musicais:Computação em nuvem:Simulação por computador:Psicometria,1
Bovinos leiteiros:Pecuária leiteira:Cadeia produtiva:Sensores:Tomada de decisão:Sistemas de produção:Internet:Computação em nuvem,1
Visão computacional:Aprendizado computacional:Carcaça:Frangos de corte:Contaminação:Controle da qualidade:Abatedouros,1
Solo urbano:Uso do solo:Zoneamento urbano:Legislação urbana:Plataforma (computação):Aplicativos móveis:Município:Brasil,1
Internet das coisas:Hardware:Big data:Tecnologias mobile:Aplicativos móveis:Mobilidade urbana:Cidades inteligentes:Transporte público:São Paulo,1
Reologia:Nanocelulose:Impressão tridimensional,1
Sensores ópticos:Neoplasias mamárias:Espectroscopia:Diagnóstico clínico:Diagnóstico precoce,1
Biologia sintética:Aptâmeros de nucleotídeos:Dispositivos lab-on-a-chip:Glicosilação:Proteínas,1
Internet das coisas:Dispositivos móveis:Bluetooth:Vendas a varejo:Marketing digital:Cidades inteligentes:São Paulo (SP),1
Oncologia veterinária:Saúde animal:Ácidos graxos:Melanoma:Cães:Enoil-(proteína de transporte de acila) redutase (NADH),1
Linguística computacional:Plataforma (computação):Análise de texto:Automação:Big data:Redação:Habilidades para escrita,1
Tecnologia da informação:Aprendizado computacional:Desenvolvimento de software:Análise do solo:Degradação do solo:Sustentabilidade:Mudança climática,1
Pecuária:Técnicas biossensoriais:Prevenção de doenças:Doenças dos animais:Internet das coisas:Rede de sensores sem fio,1
Internet das coisas:Marketing:Propaganda:Posicionamento:Smartphone:Bluetooth:Varejo:Geolocalização,1
Materiais dentários:Cana-de-açúcar:Cárie dentária:Cistatinas:Erosão dentária:Esmalte dentário,1
Biomarcadores:Diagnóstico clínico:Diagnóstico precoce:Neoplasias mamárias:Sensores ópticos:Análise espectroscópica,1
Automação:Manufatura avançada:Usinagem,1
Polímeros:Isolamento térmico:Espumas cerâmicas:Poliuretanos:Lignina:Fontes renováveis de energia,1
Aprendizado computacional:Inteligência artificial:Visão computacional:Automação:Controle da qualidade:Avicultura:Carcaça:Características de carcaça:Contaminação de alimentos:Frangos,1
Diversidade microbiana:Microbiologia do solo:Inovações tecnológicas:Inoculação:Plantas,1
Sustentabilidade:Logística reversa:Mobiliário escolar:Materiais compósitos:Poliuretanos:Design de produtos:Desenho industrial,1
Vibrações:Manutenção preditiva:Motores diesel:Máquinas agrícolas:Desenvolvimento de software:Hardware,1
Sistemas fotovoltaicos:Modelagem tridimensional:Desenvolvimento de software:Energia elétrica,1
Robótica:Engenharia de hardware:Desenvolvimento de software:Lógica computacional,1
Sustentabilidade:Agricultura de precisão:Produção agrícola:Desenvolvimento de software:Aprendizado computacional:Tomada de decisão,1
Química de alimentos:Aguardente:Uretana:Cana-de-açúcar:Íons metálicos:Destilação:Desenvolvimento de produtos,1
Irrigação agrícola:Manejo da irrigação:Estações meteorológicas:Wireless,1
Mosca-branca:Inseticidas:Azadirachta indica:Agricultura orgânica:Soja:Manejo integrado de pragas,1
Agricultura de precisão:Geotecnologias:Fertilizantes:Sustentabilidade:Manejo,1
Polímeros:Lignina:Poliuretanos:Hidroxila:Óleos vegetais:Condutividade térmica:Materiais isolantes,1
Esmalte dentário:Cárie dentária:Erosão dentária:Cistatinas:Cana-de-açúcar:Pichia pastoris:Citotoxicidade:Fibroblastos,1
Equipamentos de laboratório:Hiperlipidemia:Icterícia:Hemólise:Fotometria:Testes hematológicos:Visão computacional:Aprendizado computacional:Inteligência artificial,1
Tecnologias da informação e comunicação:Organização e administração:Cidades inteligentes:Poder público,1
Robótica:Engenharia de hardware:Controladores digitais:Softwares:Ensino e aprendizagem:Lógica computacional:Programação lógica:Arduino,1
Análise estrutural:Cursos:Simulação numérica:Método dos elementos finitos:Plataforma (computação):Pequenas e médias empresas,1
Método dos elementos finitos:Manufatura avançada:Topologia:Otimização matemática,1
Aguardente:Cana-de-açúcar:Uretana:Destilação:Cachaça,1
Agricultura orgânica:Soja:Extratos vegetais:Agrotóxicos:Azadirachta indica:Mosca-branca:Lagartas:Percevejo:Controle da qualidade,1
Biotecnologia:Biologia sintética:Aptâmeros de nucleotídeos:Proteínas:Purificação:Estrutura química,1
Bioenergia:Biocombustíveis:Centrifugação:Leveduras:Processos industriais:Ferramentas de prototipagem:Fermentação alcoólica,1
Análise preditiva:Wireless:Rede de sensores sem fio:Armazenamento de energia:Colheita de energia:Consumo de energia elétrica:Fuzzy (inteligência artificial),1
Biomateriais metálicos:Fusão seletiva a laser:Ligas de cromo:Cobalto:Manufatura avançada,1
Geoquímica isotópica:Poluentes ambientais:Impactos ambientais,1
Controle biológico:Controle de pragas:Nematoides:Cana-de-açúcar:Bicudo da cana-de-açúcar,1
Poluentes:Isótopos:Poluição ambiental:Saúde pública:Impactos ambientais:Legislação ambiental:Empresas de consultoria,1
Reação em cadeia por polimerase (PCR):DNA polimerase dirigida por DNA:Enzimas:Reagentes,1
Biomateriais:Calcificação vascular:Liofilização:Pericárdio:Válvulas:Materiais biológicos:Colágeno,1
Vacinas:Imunoterapia:Neoplasias:Infecções por Papillomavirus:Doenças sexualmente transmissíveis:Sistema imune,1
Semicondutores:Sensores de gases:Sensores químicos:Óxidos semicondutores:Óxidos metálicos:Microscopia eletrônica de varredura:Microscopia eletrônica de transmissão,1
Produção de mudas:Macaúba:Acrocomia aculeata:Dendê:Soja:Sustentabilidade:Viabilidade econômica:São Paulo:Minas Gerais:Bioenergia,1
Cobre:Catalisadores:Resíduos sólidos:Terras raras:Metais de transição:Peneira molecular:Termogravimetria:Indústria automobilística:Indústria metalúrgica,1
Síntese orgânica:Indústria farmacêutica:Insumos farmacêuticos ativos,1
Internet das coisas:Big data:Computação em nuvem:Administração de recursos humanos:Monitoramento:Controle de acesso:Gestão da informação:Neuromarketing,1
Aquicultura marinha:Sobrevivência celular:Ração concentrada:Microalgas:Ultrafiltração,1
Acrocomia aculeata:Produção de mudas:Mudas (plantas):Macaúba:Óleos vegetais:Sustentabilidade:Viabilidade econômica:Bioenergia,1
Arte contemporânea:Arte digital:Estudos interdisciplinares:Realidade aumentada:Tatuagem:Plataforma (computação),1
Seleção genética:Seleção animal:Análise de sequência de DNA:Técnicas de genotipagem:Polimorfismo de um único nucleotídeo:Bovinos:Gado Nelore,1
Biotecnologia:Indústria de alimentos:Biofortificação:Fermentação:Melhoramento genético:Saccharomyces cerevisiae:Panificação:Bebidas,1
Internet das coisas:Big data:Controle de acesso:Computação em nuvem:Administração de recursos humanos:Hospitalidade:Neuromarketing,1
Neurociências:Aprendizado computacional:Pesquisa de mercado:Eletroencefalografia:Reconhecimento de padrões:Desenvolvimento de produtos:Neuromarketing,1
Fisiologia:Piscicultura:Pirarucu:Criação em cativeiro:Alevinos:Agronegócio,1
Síntese orgânica:Pesquisa:Desenvolvimento:Novas tecnologias:Fármacos,1
Integridade estrutural:Redes de monitoramento:Sistemas de tempo-real:Rede de sensores sem fio:Fibra óptica:Internet das coisas,1
Simulação numérica:Aparelho sanitário:Água:Vácuo,1
Aquicultura marinha:Microalgas:Ultrafiltração,1
Seleção animal:Seleção genética:Polimorfismo de um único nucleotídeo:Técnicas de genotipagem:Bovinos:Gado Nelore,1
Leveduras:Fermentação:Diploide:Indústria de alimentos:Indústria de bebidas:Melhoramento genético:Cromatografia,1
Proteínas:Enzimas:DNA polimerase dirigida por DNA:DNA recombinante:Biologia molecular,1
Fisiologia:Alevinos:Pirarucu:Criação em cativeiro,1
Vacinas:Imunoterapia:Proteínas recombinantes:Infecções por Papillomavirus:Papillomavirus humano 16:Células eucarióticas,1
Aprendizado computacional:Neurociências:Pesquisa de mercado:Estados emocionais:Expressão facial:Eletroencefalografia,1
Arte digital:Realidade aumentada:Tatuagem:Plataforma (computação):Aplicativos móveis,1
Oncologia veterinária:Saúde animal:Melanoma animal:Ácidos graxos,1
Estruturas flexíveis:Grafite:Tintas:Materiais adesivos:Circuitos elétricos,1
Semicondutores:Óxidos metálicos:Sensores químicos:Sensores de gases:Dispositivos supercondutores,1
Cidades inteligentes:Internet das coisas:Sensoriamento remoto:Rede de sensores sem fio:Redes de monitoramento:Estruturas,1
Suplementos proteicos para animais:Suplementos minerais para animais:Ração:Tenebrio:Insetos:Prebióticos:Farinhas para animais,1
Polímeros (materiais):Poliolefina:Farinhas:Cacau:Termoformagem:Moldagem,1
Nanotecnologia:Revestimentos:Imersão:Dispositivos eletrônicos:Deposição de filmes finos:Desenvolvimento de tecnologia,1
Avaliação de risco:Árvores:Ambientes urbanos:Resistividade elétrica,1
Processamento de imagens:Processamento de sinais:Tempo-real:Visão computacional:Plataforma (computação):Banco de dados:Monitoramento:Deformação estrutural:Energia eólica,1
Inteligência artificial:Geolocalização:Mineração de dados:Sistemas de recomendação:Aprendizado computacional,1
Piscicultura:Reprodução:Sustentabilidade:Peixes marinhos:Peixes ornamentais:Agronegócio,1
Arborização:Árvores:Monitoramento ambiental:Resistividade elétrica:Sistema radicular:Aplicativos móveis:Android,1
Biomecânica:Computação gráfica:Sensores:Análise do movimento humano,1
Usinagem química:Fabricação digital:Fotoquímica:Fotolitografia:Estampagem:Tintas para impressão:Origami:Corte,1
Descarga atmosférica:Compatibilidade eletromagnética:Distribuição de energia elétrica:Aeronaves:Raios,1
Inteligência artificial:Computação urbana:Sistemas de recomendação:Mineração de dados:Expansão urbana:Decisão em marketing:Geolocalização,1
Indústria de celulose e papel:Fertilizantes biológicos:Celulose:Biogás:Digestão anaeróbia:Energia renovável,1
Rastreamento:Hospitais:Internet das coisas:Equipamentos cirúrgicos:Dispositivo de identificação por radiofrequência,1
Nanotecnologia:Materiais nanoestruturados:Automação:Deposição de filmes finos,1
Visão computacional:Integração de sistemas:Energia eólica:Vento,1
Polímeros (materiais):Fibras vegetais:Poliolefina:Cascas (planta):Farinhas:Cacau,1
Avaliação de risco:Árvores:Radar de penetração no solo:Ambientes urbanos:Resistividade elétrica:Desenvolvimento de software:Aplicativos móveis:Android,1
Amniocentese:Impressão tridimensional:Tecidos (anatomia):Treinamento por simulação,1
Biogás:Indústria de celulose e papel:Fertilizantes biológicos:Digestão anaeróbia:Resíduos industriais:Inovações tecnológicas,1
Coração artificial:Bombas centrífugas:Dispositivo de assistência circulatória:Crianças:Insuficiência cardíaca,1
Internet das coisas:Plataforma (computação):Dispositivo de identificação por radiofrequência:Rastreamento:Hospitais:Ambiente inteligente,1
Usinagem química:Fotolitografia:Impressão tridimensional:Estampagem:Chapa de impressão:Impressora:Tintas para impressão:Raios ultravioleta,1
Cidades inteligentes:Aprendizado computacional:Inteligência artificial:Governança:Gestão urbana,1
Análise de risco:Árvores:Resistividade elétrica:Radar de penetração no solo,1
Biomecânica:Mecatrônica:Sensores:Sistemas microeletromecânicos,1
Piscicultura:Peixes ornamentais:Peixes marinhos:Larva:Técnicas de reprodução:Sustentabilidade,1
Jogos de computador:Raciocínio:Lógica computacional:Envelhecimento cognitivo:Idosos,1
Seleção genômica:Marcadores genéticos:Bovinos de corte:Endogamia:Tomada de decisão,1
Catalisadores:Zeolitas:Ligas de cobre:Indústria metalúrgica:Indústria automobilística:Usinagem,1
Purificação de proteínas:Liofilização:Gonadotrofina coriônica:Reprodução animal:Bovinos,1
Implantodontia:Ortopedia:Próteses e implantes:Bactericidas:Materiais nanoestruturados,1
Industrialização:Reengenharia:Redes de monitoramento:Transformadores e reatores:Engenharia de produto,1
Insetos comestíveis:Nutrição de precisão:Prebióticos:Ração:Suplementos minerais para animais:Suplementos proteicos para animais,1
Endogamia:Marcador molecular:Aconselhamento genético:Produtividade:Bovinos de corte:Gado Nelore:Simulação:Softwares,1
Planejamento de transportes:Ferrovias:Sistemas de operadores:Frameworks:Algoritmos:Otimização matemática,1
Ondas:Navios:Navegação marítima:Meteorologia:Previsão do tempo:Segurança portuária:Monitoramento climático:Previsão climatológica,1
Qualidade da carne:Força de cisalhamento da carne:Maturação de alimentos:Maciez da carne:Softwares:Ressonância magnética nuclear,1
Jogos de computador:Linguagem de programação:Raciocínio:Lógica (filosofia):Disfunção cognitiva:Envelhecimento:Idosos,1
Entomologia:Controle biológico:Parasitoides:Traças:Trichogrammatidae:Controle de pragas:Manejo integrado,1
Sistema cardiovascular:Bombas centrífugas:Dispositivo de assistência circulatória:Coração artificial:Equipamentos e provisões:Técnicas in vitro,1
Inteligência artificial:Internet das coisas:Big data:Rede de sensores sem fio:Qualidade do ar:Ambientes fechados:Sistemas de refrigeração e ar condicionado:Sistemas de ventilação,1
Biotecnologia da reprodução:Andrologia:Proteoma:Sêmen:Espermatozoides animal:Fertilidade:Biomarcadores:Bos taurus indicus:Criopreservação,1
Biologia molecular:Imunoterapia:Leucemia mieloide aguda:Linfócitos T:Receptores de antígenos quiméricos,1
Agricultura de precisão:Radar:Sensoriamento remoto:Monitoramento ambiental,1
Biotecnologia:Biorremediação:Lipase:Tratamento de águas residuárias:Tratamento de esgotos sanitários:Catalisadores,1
Genética molecular:Indústria agrícola:Metagenômica:Microbiota:Fermentação alcoólica:Leite:Produção animal,1
Alimentos funcionais:Propriedades funcionais:Liofilização:Cafeicultura:Café:Coffea arabica,1
Órgãos artificiais:Dispositivo de assistência circulatória:Doenças cardiovasculares:Hemólise,1
Cardiopatias:Circulação sanguínea:Coração auxiliar:Equipamentos e provisões:Hemólise:Sistema cardiovascular,1
Biologia:Produtividade:Polinização:Espécies animais:Abelhas:Biodiversidade:Agricultura:Apis mellifera:Bombus atratus,1
Biorremediação:Tratamento de águas residuárias:Tratamento de esgotos sanitários:Gorduras:Poluentes:Biossurfactantes:Catalisadores,1
Qualidade ambiental:Qualidade da água:Gestão integrada de recursos hídricos:Monitoramento ambiental:Amônia:Fósforo:Sistemas de tempo-real,1
Qualidade da carne:Carne bovina:Cadeia produtiva:Ressonância magnética:Equipamentos e provisões:Desenvolvimento de software,1
RFID:Engenharia de materiais:Medicina:Técnicas biossensoriais:Dispositivo de identificação por radiofrequência:Bactérias:Fungos:Infecção hospitalar:Óxido de grafeno,1
Biotecnologia da reprodução:Biomarcadores:Proteoma:Reprodução animal:Fertilidade animal:Sêmen animal:Touros,1
Inteligência artificial:Big data:Internet das coisas:Qualidade do ar:Monitoramento do ar:Rede de sensores sem fio,1
Aprendizagem profunda:Reconhecimento de caracteres:Reconhecimento de imagem:Reconhecimento de padrões:Extração automática de termos:Leitura,1
Cidades inteligentes:Governança:Aprendizagem profunda:Inteligência artificial:Prestação de serviços:Serviço público,1
Envelhecimento cognitivo:Envelhecimento:Raciocínio:Idosos:Jogos de computador,1
Oncologia:Síntese química:Neoplasias pulmonares:Desenvolvimento de fármacos:Fosfoetanolamina,1
Materiais compósitos:Materiais termoplásticos:Materiais híbridos:Fibras vegetais:Fibra de vidro:Plásticos reforçados com fibras,1
Gaseificação:Bio-óleo:Bioenergia:Combustão:Biomassa:Carvão:Pirólise,1
Técnicas de ablação:Fibra de carbono:Motor de aeronaves:Foguetes,1
Entomologia:Phytoseiidae:Ácaros predadores:Controle biológico:Manejo integrado:Controle de pragas,1
Física médica:Método de Monte Carlo:Tecidos (anatomia):Proteção contra radiação:Mínimos quadrados:Radiologia,1
Sustentabilidade:Embalagens:Reciclagem:Logística:Indústria automobilística,1
Pele:Anormalidades da pele:Alternativas ao uso de animais:Dermocosméticos,1
Aptâmeros de nucleotídeos:Técnicas biossensoriais:Óxido de grafeno:Dispositivo de identificação por radiofrequência:Infecção hospitalar:Bactérias:Fungos,1
Automação industrial:Inteligência artificial:Controle da qualidade:Manufatura avançada:Visão computacional:Indústria automobilística,1
Cana-de-açúcar:Fertilizantes:Cera:Resíduos agrícolas:Subprodutos agrícolas,1
Geração distribuída:Cooperativas:Consumidor,1
Redes de monitoramento:Internet das coisas:Computação em nuvem:Hardware:Comportamento sexual animal:Bem-estar do animal:Fazendas de gado:Bovinos leiteiros,1
Sistemas embarcados:Sistemas de alerta:Sistemas de tempo-real:Caminhões:Segurança veicular,1
Nanopartículas magnéticas:Tecnologia da informação:Simulação por computador:Computação em nuvem:Softwares:Equações diferenciais parciais:Medicina:Oncologia:Nanotecnologia,1
Aedes aegypti:Dengue:Vírus Zika:Inseticidas:Larvicidas:Química verde,1
Jornalismo científico:Produção científica:Divulgação científica:Disseminação de informação:Publicações de divulgação científica:Mídia eletrônica:Artigo científico:Plataforma (computação),1
Biologia computacional:Análise de dados:Big data:Sistemas de informação:Redes de monitoramento:Medicina preventiva:Sinais vitais,1
Nanomedicina:Neoplasias:Equações diferenciais parciais:Método dos elementos finitos:Nanopartículas magnéticas:Simulação,1
Bioeconomia:Automação:Biorrefinarias:Hidrólise:Fluido supercrítico:Desenvolvimento industrial:Produtos químicos,1
Equipamentos e provisões:Desinfecção com ozônio,1
Geoprocessamento:Linhas de transmissão de energia elétrica:Alta tensão:Sistema de informação geográfica (SIG):Aeronaves não tripuladas:Vegetação,1
Controle biológico de vetores:Bicudo da cana-de-açúcar:Nematoides:Desenvolvimento de produtos,1
Confeitos:Aromatizantes:Alimentos naturais:Frutas tropicais:Frutooligossacarídeos,1
Indústria sucro-alcooleira:Cana-de-açúcar:Ceras (compostos químicos e drogas):Aproveitamento de subprodutos:Impactos ambientais,1
Sensoriamento remoto:Imagens de satélites:Cana-de-açúcar,1
Redes de monitoramento:Veículos automotores:Veículos de passageiros:Sensores inteligentes:Arduino,1
Ambulâncias:Sistema médico de emergência:Transporte de pacientes:Transporte aéreo,1
Segurança veicular:Sistemas embarcados:Caminhões,1
Computação em nuvem:Hardware:Internet das coisas:Bovinos:Reprodução animal,1
Monitoramento ambiental:Qualidade da água:Fósforo:Sistemas integráveis:Sistemas de tempo-real:Informação estratégica:Aplicativos móveis,1
Geração distribuída:Cooperativas:Distribuição de energia elétrica:Geração de energia elétrica:Cogeração de energia elétrica:Microrredes de energia elétrica,1
Sensoriamento remoto:Autômatos celulares:Imagens de satélites:Imageamento de satélite:Cana-de-açúcar:Lavoura:Controle de pragas,1
Banho no leito:Pacientes internados:Assistência ao paciente:Higienização:Infecção hospitalar:Conforto humano:Segurança do paciente,1
Detectores de radiação:Radiação ionizante:Dosimetria:Dosímetros:Luminescência,1
Monitoramento:Sistemas de tempo-real:Veículos,1
Inventário florestal:Papel:Sensoriamento remoto,1
Inovação:Pequenas e médias empresas:Administração estratégica:Empreendedorismo,1
Educação financeira:Telefonia celular:Mensagem de texto:Programas sociais,1
Construção de aeronaves:Processos de montagem:Estrutura de aeronaves:Aeronaves:Manufatura avançada,1
Cidades inteligentes:Mobilidade urbana:Internet das coisas:Big data:Hardware:Ônibus,1
Osciloscópio digital:Protocolos de comunicação:Instrumento de medida:Tecnologias mobile:Android,1
Gastroenterologia:Trato gastrointestinal:Esvaziamento gástrico:Motilidade gastrointestinal:Trânsito gastrointestinal:Biosusceptometria de corrente alternada,1
Compostos orgânicos voláteis:Dióxido de titânio:Fotocatálise:Fotodegradação:Ozônio:Poluição atmosférica,1
Reciclagem:Borracha:Meio ambiente:Elastômeros:Cisalhamento:Raios gama,1
Actigrafia:Apneia:Oximetria:Medicina do sono:Sono:Computação em nuvem:Aplicativos móveis,1
Manejo animal:Ovinocultura:Ovinos:Produção vegetal:Valor nutritivo:Plantas forrageiras:Tecnologia,1
Hemodinâmica:Tomografia de impedância elétrica:Volume sistólico:Circulação sanguínea:Pulmão:Procedimentos cirúrgicos cardíacos,1
Elastômeros:Reciclagem:Borracha:Radiação ionizante:Cisalhamento:Raios gama,1
Piscicultura:Tilápia:Tanques-rede:Alimentação animal,1
Bioenergia:Controle de processos:Extração:Caldo de cana:Métodos numéricos:Problemas inversos,1
Alternativas ao uso de animais:Conservantes:Biofilmes:Anti-infecciosos:Cosméticos:Materiais nanoestruturados,1
Diagnóstico por computador:Inteligência artificial:Tomografia computadorizada:Abdome:Redes neurais (computação):Hepatopatias:Carcinoma hepatocelular:Detecção precoce de câncer,1
Ciência da computação:Internet das coisas:Sistema de posicionamento global (GPS):Georreferenciamento:Ciências da nutrição e do esporte:Jogadores de futebol,1
Medicina nuclear:Processamento digital de sinais:Circuitos FPGA:Sistema de aquisição de dados:Tomografia computadorizada por emissão de pósitron:Tomografia computadorizada:Ressonância magnética:Processamento digital de imagens,1
Técnicas de diagnóstico molecular:Neoplasias:MicroRNAs:Expressão gênica:Nódulo da glândula tireoide:Tireoidectomia:Biópsia por agulha fina,1
Gestão da informação:Mecânica dos fluidos computacional:Monitoramento climático:Monitoramento ambiental:Características do ar:Aplicativos móveis:Aves:Suínos,1
Refratários:Materiais cerâmicos:Isolamento térmico:Fornos:Alta temperatura:Algoritmos genéticos,1
